0.000000000000000000e+00 -2.006781125940405863e-01 2.302229500547741531e-02 -3.947465220725454582e-02 2.017450476818251348e-02 -6.655479495160459245e-03 5.209831151473049218e-03 4.753008615879669718e-03 7.747992322388983118e-04 -1.607840460083422452e-03
1.000000000000000056e-01 1.354952441896909165e-01 -1.810245278382052736e-02 3.090503044569374580e-02 2.057862958972742073e-02 5.098421430938589183e-03 -1.791677101433409441e-02 -7.922151085498768328e-03 -7.762929168133625955e-03 -9.576336078219623016e-03
2.000000000000000111e-01 -1.666052150297250567e-01 -7.739321295301805625e-02 -2.624639114899836659e-02 -2.723556151469202005e-03 -2.597346065097577705e-02 -1.572551508482720323e-02 -1.698548684599545874e-02 -1.399139327038331423e-02 -1.710700266914639070e-02
3.000000000000000444e-01 -2.711561040741909678e-02 -1.647584679487298573e-02 -2.204593469123354577e-02 -1.687840888063019476e-02 -2.872438136803151520e-02 -1.667400623597089029e-02 -2.057246684993428026e-02 -2.011101648796579863e-02 -2.049702387239481921e-02
4.000000000000000222e-01 -1.283832236679356975e-01 4.451571615222206513e-02 -9.606076618801298247e-03 -2.918713177416862661e-02 -2.961081877380308813e-02 -2.502926411262087689e-02 -2.144441397262399074e-02 -2.333919311314195180e-02 -2.122739491834493147e-02
5.000000000000000000e-01 4.605535711810759825e-02 2.862136331636299519e-02 -8.000801016081363071e-02 -2.818510362077994436e-02 -3.603819562293740508e-03 -1.945267650225030592e-02 -1.833098814746164651e-02 -2.069001435374399206e-02 -2.099138464872832635e-02
6.000000000000000888e-01 6.119941425205439878e-02 -1.838969186483584844e-02 -2.772417054405145256e-02 -2.182545317694427334e-03 -1.351825380617636962e-02 -1.878265369279821101e-02 -2.189319043297876383e-02 -1.681830628109293874e-02 -1.900143062967539140e-02
7.000000000000000666e-01 2.796974206117749245e-02 -2.630126965144444218e-02 -2.070563526383761496e-02 -2.405596614030915820e-03 -9.697783202091149121e-03 -1.048059068358499386e-02 -3.585534972858590158e-03 -7.971766564377695541e-03 -1.260475774475520137e-02
8.000000000000000444e-01 1.053845658326159063e-01 2.134929831584734747e-02 -4.667346316250034141e-03 2.035199881163329144e-02 -4.743104912846549809e-03 -1.390566224807271954e-02 -1.034635391068308014e-02 -3.362114218320291781e-03 -5.954276756605385648e-03
9.000000000000000222e-01 1.795445434339186519e-01 -2.017228867698635589e-02 -4.354244000624001715e-02 -1.112335208132503653e-02 3.290090395131761367e-03 1.526857125824099271e-02 2.191473944135594130e-03 5.656852118007118374e-03 6.849953944753953659e-03
1.000000000000000000e+00 -3.666432244169132160e-02 -7.678888016907012282e-03 -1.534858852035535931e-02 4.313227748772597084e-03 1.807181445979671314e-02 2.067122136526218512e-02 2.009247044103598667e-02 1.306455215517851945e-02 1.525049486835228230e-02
1.100000000000000089e+00 1.356663547313513574e-01 -2.636676418921284765e-02 -3.703668434586215863e-02 1.777634512830773145e-02 2.824018274878623350e-02 3.157634421133569819e-02 2.749450165150979508e-02 2.597053798608275205e-02 2.849307587925405810e-02
1.200000000000000178e+00 8.065875420864965228e-02 6.874469789734102831e-02 9.030924753710298236e-02 6.904373896068419225e-03 2.632179555240683755e-02 4.512126676589597180e-02 4.429840798632365961e-02 4.329167224155705540e-02 4.116045287800478014e-02
1.300000000000000044e+00 1.326011975313193536e-01 4.732335826854893596e-02 8.499660685806639804e-02 5.838011795672536780e-02 5.227416569903516053e-02 6.107742043959167588e-02 5.826301771941574253e-02 5.415487748598816348e-02 5.510577024144445307e-02
